TotalCharges,AvgChargePerMonth,tenure,MonthlyCharges,Contract_Month-to-month,OnlineSecurity_No,PaymentMethod_Electronic check,TechSupport_No,gender,PaperlessBilling,InternetService_Fiber optic,Partner,Contract_Two year,OnlineBackup_No,Dependents,Churn
6382.55,113.97410714285715,55,116.5,1,0,1,0,1,1,1,0,0,0,0,0
7623.2,105.87777777777778,71,106.8,0,1,1,0,1,1,1,0,1,0,0,0
1261.45,24.734313725490196,50,24.95,0,0,0,0,1,0,0,1,1,0,1,0
89.25,44.625,1,89.25,1,1,1,1,1,1,1,0,0,1,0,0
86.05,14.341666666666667,5,19.25,1,0,0,0,1,1,0,0,0,0,0,0
6779.05,101.17985074626866,66,104.55,0,0,0,0,0,1,1,0,0,0,0,0
4345.0,86.9,49,87.2,0,0,0,0,0,1,0,1,0,0,1,0
82.85,20.7125,3,30.75,1,1,1,1,0,1,0,1,0,0,0,0
1714.55,25.590298507462688,66,25.7,0,0,0,0,1,1,0,1,0,0,1,0
893.2,74.43333333333334,11,86.2,1,1,1,1,1,0,1,0,0,1,1,0
810.85,27.96034482758621,28,30.1,1,1,0,0,1,1,0,0,0,1,0,0
6347.55,96.175,65,99.35,0,0,1,1,1,1,1,1,1,0,0,0
1123.65,17.835714285714285,62,19.2,0,0,0,0,0,1,0,0,1,0,0,0
43.15,14.383333333333333,2,20.1,1,0,0,0,0,0,0,1,0,0,0,0
35.1,11.700000000000001,2,20.35,1,0,0,0,0,0,0,0,0,0,0,0
1388.0,24.785714285714285,55,25.65,0,0,0,0,0,1,0,1,1,0,1,0
3851.45,91.70119047619048,41,94.55,1,1,1,1,1,1,1,1,0,0,0,0
1743.5,96.86111111111111,17,104.2,1,0,1,1,0,1,1,1,0,1,1,1
2638.1,85.1,30,94.4,0,1,0,0,0,1,1,0,0,1,0,0
946.95,52.608333333333334,17,56.1,0,0,0,1,1,0,0,0,0,0,0,0
1114.85,65.57941176470588,16,68.25,0,0,0,0,0,0,0,1,1,0,1,0
1777.6,24.350684931506848,72,24.75,0,0,0,0,1,0,0,0,1,0,0,0
684.85,68.485,9,76.25,1,1,1,1,1,1,1,0,0,1,0,0
74.35,37.175,1,74.35,1,1,1,1,0,0,1,0,0,0,0,0
1312.45,54.68541666666667,23,54.15,1,1,1,0,1,0,0,0,0,0,1,0
159.2,17.688888888888886,8,19.45,1,0,0,0,1,0,0,0,0,0,1,0
610.2,30.51,19,34.95,1,0,0,1,1,1,0,1,0,0,1,0
404.35,50.54375,7,53.65,1,0,1,1,0,1,0,0,0,1,0,0
69.65,34.825,1,69.65,1,1,1,1,1,1,1,0,0,1,0,1
6363.45,102.63629032258065,61,104.0,0,0,1,1,1,0,1,0,0,1,0,0
4124.65,71.11465517241379,57,70.35,0,0,0,0,0,1,0,1,1,0,0,0
713.1,71.31,9,80.8,1,1,1,1,1,1,1,0,0,1,0,1
950.75,59.421875,15,64.85,0,0,0,1,1,0,0,0,0,1,1,0
19.65,9.825,1,19.65,1,0,0,0,0,0,0,0,0,0,0,0
505.95,38.919230769230765,12,45.9,1,1,0,1,0,0,0,1,0,1,0,0
1149.65,20.902727272727276,54,20.0,0,0,0,0,1,0,0,0,1,0,0,0
169.65,33.93,4,44.8,1,1,1,1,1,0,0,1,0,1,1,0
526.7,65.8375,7,80.3,1,1,0,1,0,1,1,0,0,1,0,1
393.15,18.72142857142857,20,20.35,0,0,0,0,0,0,0,1,0,0,0,0
1147.0,42.48148148148148,26,45.8,1,0,0,0,0,0,0,0,0,1,1,0
3021.6,81.66486486486487,36,84.1,1,1,1,1,1,1,1,1,0,1,0,1
5718.2,105.89259259259259,53,108.95,0,1,0,0,0,1,1,1,0,0,0,0
191.35,47.8375,3,69.35,1,1,1,0,1,1,0,0,0,1,0,1
4539.6,65.7913043478261,68,64.35,0,0,0,0,0,0,0,0,1,0,0,0
6397.6,87.63835616438357,72,90.8,0,0,0,0,1,1,0,1,1,0,1,0
280.4,21.569230769230767,12,24.95,0,0,0,0,1,0,0,0,0,0,0,0
2718.3,77.66571428571429,34,79.6,1,1,0,1,0,1,1,1,0,0,1,1
5711.05,82.76884057971014,68,84.7,0,0,0,1,0,1,1,1,1,0,0,0
3478.15,68.19901960784314,50,70.8,0,0,0,0,0,1,0,0,0,1,1,0
36.45,18.225,1,36.45,1,1,1,1,0,1,0,0,0,1,0,1
4133.95,98.42738095238094,41,104.4,1,1,1,1,0,1,1,0,0,0,0,0
2917.65,94.11774193548388,30,101.5,1,1,1,0,1,1,1,1,0,1,0,0
54.3,27.15,1,54.3,1,1,1,1,1,0,0,0,0,0,0,0
2964.8,98.82666666666667,29,103.95,1,1,1,1,1,1,1,1,0,1,1,0
2198.3,91.59583333333335,23,91.1,0,0,0,0,0,1,0,1,1,0,1,0
1189.9,19.50655737704918,60,19.95,0,0,0,0,1,0,0,0,1,0,1,0
1914.5,26.226027397260275,72,26.45,0,0,0,0,0,0,0,1,1,0,0,0
2001.5,87.02173913043478,22,89.4,1,1,1,1,1,1,1,0,0,0,1,1
5336.35,73.10068493150685,72,75.1,0,0,0,0,1,1,0,0,1,0,0,0
7238.6,108.03880597014926,66,108.1,0,1,0,1,0,0,1,0,0,0,0,0
7998.8,109.57260273972604,72,110.15,0,1,1,0,0,1,1,1,1,0,0,0
3825.85,79.70520833333333,47,80.35,1,0,1,1,0,0,1,1,0,1,0,1
5703.25,109.67788461538461,51,111.5,0,1,1,0,0,1,1,0,0,0,0,0
7397.0,104.1830985915493,70,106.5,0,1,1,1,0,1,1,1,0,0,1,0
164.6,16.46,9,19.9,0,0,1,0,1,1,0,0,0,0,0,0
6555.2,109.25333333333333,59,111.1,0,0,0,0,1,1,1,1,1,0,1,0
225.65,56.4125,3,70.7,1,1,0,0,1,0,0,0,0,1,1,0
955.75,24.506410256410255,38,24.85,1,1,1,1,1,1,0,1,0,1,0,0
3382.3,89.0078947368421,37,91.2,1,0,0,1,0,0,1,0,0,0,0,0
2313.8,60.88947368421053,37,65.6,0,0,0,0,1,0,0,0,1,0,0,0
933.3,37.332,24,40.65,1,1,0,1,0,1,0,1,0,1,0,1
780.85,52.056666666666665,14,59.45,1,0,0,0,0,0,0,1,0,0,1,0
7852.4,107.56712328767122,72,109.95,0,0,0,0,1,1,1,1,1,0,0,0
3184.25,58.967592592592595,53,60.45,0,1,1,0,1,1,0,1,0,0,0,1
764.95,84.99444444444445,8,84.9,1,1,1,1,0,1,1,1,0,1,0,1
2763.0,37.84931506849315,72,38.5,0,0,0,1,1,0,0,1,1,0,1,0
1614.7,89.70555555555556,17,92.55,1,1,1,1,0,1,1,1,0,1,0,0
145.4,48.46666666666667,2,73.55,1,1,0,1,0,1,1,1,0,0,1,1
156.25,17.36111111111111,8,20.15,1,0,0,0,0,0,0,1,0,0,0,1
1604.5,32.744897959183675,48,34.7,0,1,0,1,0,0,0,1,0,0,0,1
270.15,24.55909090909091,10,24.5,1,0,0,0,0,1,0,0,0,0,0,0
1397.475,1397.475,0,19.7,0,0,0,0,1,1,0,1,0,0,1,0
20.6,10.3,1,20.6,1,0,0,0,1,0,0,0,0,0,0,0
1734.5,57.81666666666667,29,58.0,0,0,0,0,0,0,0,0,0,1,0,0
7047.5,106.78030303030303,65,107.45,0,1,1,1,0,1,1,1,0,0,1,0
573.15,63.68333333333333,8,65.5,1,0,0,1,0,1,0,0,0,0,0,0
1538.6,24.816129032258065,61,25.45,0,0,0,0,1,0,0,1,1,0,0,0
4459.8,96.95217391304348,45,100.15,0,1,0,1,0,1,1,0,0,1,0,0
7459.0,102.17808219178082,72,104.45,0,1,0,1,1,1,1,1,0,0,1,0
306.05,23.542307692307695,12,21.15,1,0,1,0,1,1,0,1,0,0,1,0
639.7,79.9625,7,96.2,1,1,1,1,1,0,1,0,0,1,0,0
348.15,34.815,9,44.4,1,1,0,1,1,1,0,0,0,1,0,0
4533.9,103.04318181818181,43,107.55,0,1,1,0,0,1,1,1,0,1,0,1
5563.65,94.29915254237288,58,94.35,0,1,0,0,1,0,1,1,1,1,1,0
1587.55,93.38529411764705,16,98.75,1,1,1,1,1,1,1,1,0,1,0,1
40.25,13.416666666666666,2,20.3,1,0,0,0,1,0,0,1,0,0,1,0
842.9,93.65555555555555,8,101.15,1,1,1,1,0,0,1,1,0,0,0,1
4228.55,103.13536585365854,40,105.75,0,0,0,1,0,0,1,1,0,1,0,0
784.45,78.44500000000001,9,81.15,1,0,1,1,1,1,1,0,0,1,0,0
3729.75,88.80357142857143,41,89.55,0,1,1,0,1,1,1,0,0,0,0,0
1406.9,52.10740740740741,26,54.75,1,1,0,1,0,1,0,0,0,0,0,0
1857.3,54.62647058823529,33,53.75,0,1,0,0,0,1,0,1,0,0,0,0
7322.5,106.1231884057971,68,105.75,0,1,0,0,1,0,1,1,0,0,1,0
6725.5,101.90151515151516,65,105.85,0,1,0,0,0,1,1,1,1,0,0,0
3627.3,64.77321428571429,55,64.2,0,1,1,0,1,1,0,0,0,0,0,0
1761.45,83.87857142857143,20,88.7,1,1,1,1,1,1,1,0,0,1,0,1
1725.95,86.2975,19,87.7,0,1,0,0,1,1,1,0,0,1,0,0
4192.15,91.1336956521739,45,89.3,1,1,0,1,0,1,1,0,0,1,0,0
1411.2,19.87605633802817,70,20.15,0,0,0,0,0,1,0,1,1,0,1,0
164.5,54.833333333333336,2,79.75,1,1,1,1,0,1,1,0,0,1,0,1
2724.6,97.30714285714285,27,94.55,1,1,0,1,0,1,1,0,0,1,0,1
264.55,20.35,12,20.05,0,0,1,0,0,1,0,1,1,0,0,0
4671.7,63.9958904109589,72,67.2,0,0,0,0,1,0,0,0,1,0,1,0
1173.55,90.27307692307691,12,94.55,1,1,1,1,1,0,1,0,0,1,0,0
318.5,53.083333333333336,5,69.05,1,1,0,1,0,1,1,0,0,1,0,1
7713.55,107.13263888888889,71,107.5,1,0,1,1,1,1,1,1,0,0,0,0
2471.25,68.64583333333333,35,73.0,0,1,1,0,1,1,0,0,0,1,0,0
7842.3,110.4549295774648,70,114.75,0,0,0,0,1,0,1,1,1,0,1,0
2227.8,69.61875,31,76.05,1,1,1,1,0,1,1,0,0,1,0,0
4990.25,94.15566037735849,52,96.25,0,1,0,0,1,1,1,1,1,1,1,1
3744.05,98.52763157894738,37,101.1,1,1,1,1,1,1,1,0,0,1,0,1
7220.35,103.14785714285715,69,104.7,0,1,0,0,1,1,1,0,0,0,0,1
2351.45,75.8532258064516,30,77.9,1,1,0,1,1,0,1,1,0,1,0,0
2989.6,87.92941176470588,33,90.65,1,0,1,1,0,1,1,0,0,1,0,0
6077.75,110.50454545454545,54,110.45,0,1,1,0,1,1,1,1,1,0,0,0
4070.95,67.84916666666666,59,68.7,0,0,0,0,0,0,0,0,0,1,0,0
2479.05,44.268750000000004,55,44.85,1,0,1,1,1,1,0,0,0,0,0,0
2134.3,30.490000000000002,69,29.8,0,1,0,1,1,1,0,1,0,1,0,0
6000.1,89.55373134328359,66,88.9,0,1,0,1,0,1,1,0,0,0,0,0
2203.1,57.97631578947368,37,58.75,0,0,0,0,1,1,0,1,0,1,1,0
183.15,18.315,9,19.85,0,0,0,0,1,0,0,1,0,0,0,0
6194.1,88.48714285714286,69,86.9,0,0,0,0,1,0,0,1,1,1,1,0
638.95,58.08636363636364,10,59.65,1,1,0,1,1,1,0,0,0,0,0,0
2139.2,52.17560975609756,40,55.25,1,0,0,1,1,1,0,0,0,0,1,1
831.75,59.410714285714285,13,66.4,1,1,0,1,1,0,0,0,0,1,1,0
521.3,74.47142857142856,6,90.1,1,1,1,1,0,1,1,0,0,0,0,1
1337.5,19.107142857142858,69,20.15,0,0,0,0,0,0,0,1,1,0,1,0
7181.95,107.19328358208955,66,108.1,0,1,0,0,0,1,1,1,0,0,0,0
608.0,50.666666666666664,11,53.75,1,1,1,1,1,0,0,0,0,1,0,1
2560.1,54.47021276595744,46,56.9,0,0,0,0,1,0,0,1,0,1,1,0
577.6,82.51428571428572,6,89.3,1,1,1,1,0,0,1,0,0,1,0,1
5953.0,104.43859649122807,56,109.6,1,0,0,0,0,1,1,1,0,1,1,0
1790.15,25.213380281690142,70,25.15,0,0,0,0,1,0,0,1,1,0,1,0
2531.4,74.45294117647059,33,79.15,0,1,1,0,0,1,0,1,0,1,1,0
4760.3,65.2095890410959,72,66.75,0,0,0,0,0,0,0,1,1,0,1,0
292.85,73.2125,3,95.2,1,1,1,1,0,1,1,1,0,1,0,1
953.65,47.6825,19,48.8,1,1,0,0,0,0,0,0,0,1,1,0
198.0,33.0,5,45.7,1,1,1,1,0,0,0,0,0,1,0,1
5705.05,79.23680555555556,71,80.7,0,1,0,0,0,1,0,1,1,0,0,0
609.9,67.76666666666667,8,74.5,1,0,1,1,1,1,1,1,0,1,0,1
20.55,10.275,1,20.55,1,0,0,0,1,0,0,0,0,0,0,0
79.65,39.825,1,79.65,1,1,1,1,0,1,1,0,0,1,0,1
6993.65,112.8008064516129,61,115.1,0,0,0,0,0,1,1,0,0,0,0,0
4122.65,57.259027777777774,71,59.7,0,0,0,0,0,0,0,1,1,0,1,0
5762.95,83.52101449275362,68,86.45,0,1,0,1,0,0,1,1,0,0,0,0
1537.85,32.72021276595744,46,33.7,0,1,0,0,1,0,0,0,0,1,0,0
2603.3,76.56764705882354,33,80.1,0,0,0,1,1,0,1,0,0,1,0,0
5566.4,103.08148148148148,53,104.05,0,0,0,0,0,1,1,1,1,0,1,0
5431.9,106.5078431372549,50,108.75,1,0,0,1,0,0,1,1,0,0,0,0
2258.25,38.935344827586206,57,41.1,0,0,0,0,0,1,0,0,0,1,0,0
1092.35,19.86090909090909,54,20.35,0,0,0,0,0,1,0,1,1,0,1,0
6401.25,104.93852459016394,60,105.9,1,1,1,1,0,1,1,1,0,0,0,0
2812.2,96.97241379310344,28,101.3,1,1,0,0,0,1,1,1,0,1,0,1
80.05,40.025,1,80.05,1,1,0,1,0,1,1,1,0,1,1,1
2698.35,89.945,29,89.2,1,1,1,1,1,1,1,1,0,1,1,1
616.9,56.08181818181818,10,65.5,1,1,1,0,0,1,0,1,0,0,1,0
1912.85,43.47386363636363,43,40.45,1,0,1,1,1,1,0,0,0,0,1,0
849.1,60.65,13,70.45,1,1,0,1,1,0,1,1,0,1,0,0
3460.3,78.64318181818182,43,78.8,0,0,1,0,0,1,0,1,1,1,0,0
1465.75,73.2875,19,83.65,1,1,1,1,1,1,1,1,0,1,1,1
90.1,45.05,1,90.1,1,1,1,1,1,1,1,1,0,1,1,0
5555.3,79.36142857142858,69,82.45,0,0,0,0,0,1,0,0,1,1,0,0
1278.8,20.625806451612902,61,20.25,0,0,0,0,0,0,0,1,1,0,0,0
2907.35,66.07613636363637,43,66.25,1,0,0,0,1,0,0,1,0,0,0,0
146.3,20.900000000000002,6,19.5,1,0,0,0,0,0,0,1,0,0,0,1
51.25,25.625,1,51.25,1,1,0,0,1,0,0,0,0,1,0,1
4952.95,86.8938596491228,56,89.7,1,1,0,1,1,0,1,1,0,1,0,0
4504.9,63.44929577464788,70,64.55,0,0,0,0,0,0,0,1,1,0,0,0
45.6,22.8,1,45.6,1,1,1,1,1,1,0,0,0,1,0,1
4520.15,90.40299999999999,49,93.65,0,1,1,1,1,1,1,1,0,0,1,0
267.35,38.19285714285714,6,49.65,1,1,0,0,0,1,0,0,0,1,0,1
2316.85,70.20757575757575,32,73.6,0,0,0,0,0,0,0,1,1,0,1,0
8075.35,110.62123287671233,72,109.75,0,0,0,0,0,1,1,1,1,1,0,0
2302.35,60.58815789473684,37,61.45,0,0,0,0,1,0,0,0,1,0,1,0
7251.9,103.59857142857142,69,106.4,0,0,0,0,0,1,1,1,0,0,0,0
2078.55,76.98333333333333,26,81.9,1,1,0,0,0,0,0,1,0,0,0,0
6225.4,105.51525423728813,58,105.2,0,1,0,1,0,1,1,1,0,0,1,0
1242.25,49.69,24,54.6,0,1,0,0,1,0,0,0,0,1,0,0
99.45,16.575,5,20.55,0,0,1,0,1,0,0,1,0,0,1,0
288.05,18.003125,15,20.0,1,0,1,0,1,1,0,1,0,0,1,1
599.25,19.330645161290324,30,19.7,0,0,0,0,0,0,0,1,1,0,1,0
3462.1,61.823214285714286,55,66.05,0,0,0,0,0,1,0,1,0,0,0,0
853.0,32.80769230769231,25,34.0,1,1,0,1,0,1,0,1,0,1,0,1
934.1,84.91818181818182,10,92.5,1,1,0,0,1,1,1,1,0,0,0,1
2375.2,52.78222222222222,44,54.05,0,0,0,0,1,1,0,1,1,0,1,0
2813.05,58.60520833333334,47,58.9,0,0,0,0,0,1,0,0,0,0,0,0
1222.8,87.34285714285714,13,88.35,1,1,1,1,0,0,1,1,0,1,1,1
5293.2,105.86399999999999,49,107.95,0,1,0,0,0,1,1,1,1,0,1,1
6314.35,97.14384615384616,64,96.9,0,0,0,0,0,1,1,1,0,1,0,0
19.1,9.55,1,19.1,1,0,0,0,1,0,0,0,0,0,0,0
1003.05,47.76428571428571,20,50.0,1,1,0,0,1,0,0,0,0,1,0,0
1593.1,41.92368421052631,37,45.4,0,0,1,0,0,0,0,1,1,1,0,0
2509.95,80.96612903225805,30,85.45,1,1,1,1,1,0,1,1,0,1,1,0
3187.65,81.73461538461538,38,84.1,0,0,0,1,0,0,0,0,0,0,0,0
74.45,37.225,1,74.45,1,1,0,1,0,1,1,0,0,1,0,1
2345.2,61.715789473684204,37,64.75,1,1,1,1,0,1,0,0,0,1,0,1
3330.1,62.83207547169811,52,66.25,0,0,0,0,0,0,0,1,1,0,0,0
5522.7,76.70416666666667,71,76.9,0,0,0,0,1,1,0,0,1,0,1,0
2335.3,86.4925925925926,26,89.8,1,1,1,1,1,0,1,0,0,0,0,1
4798.4,71.61791044776119,66,74.6,0,0,0,1,1,1,0,0,1,0,0,0
8594.4,117.73150684931507,72,116.95,0,0,0,0,1,1,1,1,1,0,0,0
970.55,37.32884615384615,25,40.65,0,0,0,1,1,1,0,0,0,1,1,0
7665.8,109.51142857142857,69,114.35,0,0,0,0,1,1,1,1,1,0,1,0
3686.05,68.2601851851852,53,69.7,0,0,0,1,1,0,0,1,1,0,1,0
1115.15,85.78076923076924,12,95.5,0,1,0,1,0,0,1,0,0,1,0,1
2537.0,93.96296296296296,26,98.65,1,1,1,0,1,1,1,0,0,1,0,0
1393.6,63.345454545454544,21,61.65,1,1,0,1,1,0,0,0,0,1,0,0
89.35,44.675,1,89.35,1,1,1,1,0,1,1,0,0,1,1,0
4445.3,90.7204081632653,48,95.4,1,0,1,0,1,1,1,0,0,1,0,0
978.6,36.24444444444445,26,35.4,0,0,0,1,0,0,0,1,0,1,0,0
1258.15,20.625409836065575,60,19.95,0,0,0,0,1,0,0,1,1,0,0,0
331.35,17.439473684210526,18,19.25,1,0,0,0,1,0,0,0,0,0,0,0
291.4,26.49090909090909,10,29.65,1,1,1,0,0,1,0,0,0,1,0,1
453.75,75.625,5,84.5,1,0,1,1,1,1,1,1,0,1,1,1
84.75,16.95,4,20.4,0,0,0,0,0,1,0,0,0,0,1,0
1715.1,25.986363636363635,65,24.75,0,0,0,0,1,0,0,1,1,0,1,0
1715.15,24.157042253521126,70,25.35,0,0,0,0,1,0,0,1,1,0,1,0
1597.25,84.0657894736842,18,90.7,1,1,0,1,1,1,1,0,0,1,0,1
1250.1,19.84285714285714,62,20.0,0,0,0,0,1,0,0,0,1,0,1,0
3996.8,59.65373134328358,66,59.75,0,0,1,1,0,1,0,1,1,1,1,0
5215.1,79.01666666666667,65,82.5,0,0,0,0,0,1,0,1,1,0,1,0
235.5,58.875,3,70.3,1,1,1,1,0,1,1,0,0,1,0,1
673.2,19.234285714285715,34,20.35,1,0,0,0,0,0,0,0,0,0,0,0
1442.2,84.83529411764707,16,90.8,1,1,0,1,1,1,1,1,0,1,1,0
5639.05,102.52818181818182,54,103.95,0,0,0,1,0,1,1,0,0,1,0,1
5222.35,102.39901960784314,50,104.95,1,1,1,0,0,1,1,0,0,1,0,0
7291.75,101.27430555555556,71,105.25,0,1,1,0,1,1,1,1,1,0,0,0
799.65,72.69545454545454,10,74.75,1,1,1,1,0,1,1,0,0,1,0,1
50.8,25.4,1,50.8,1,1,1,0,0,1,0,0,0,1,0,1
424.5,22.342105263157894,18,23.75,0,0,0,0,1,0,0,0,0,0,0,0
249.4,49.88,4,61.3,1,1,1,0,1,1,0,0,0,1,0,0
4415.75,74.84322033898304,58,75.8,0,0,0,0,0,0,0,1,1,1,1,0
5270.6,92.46666666666667,56,98.0,0,0,1,1,0,1,1,1,0,1,0,0
144.55,48.18333333333334,2,80.25,1,1,1,1,1,1,1,0,0,1,0,1
2447.95,74.18030303030302,32,78.9,1,1,1,1,1,1,1,1,0,1,0,1
2884.9,50.612280701754386,56,52.0,0,0,0,0,1,1,0,1,0,0,1,0
3050.15,82.43648648648649,36,84.75,1,1,1,1,1,1,1,0,0,1,0,1
253.0,50.6,4,64.4,1,1,0,0,0,1,0,0,0,1,0,0
4517.25,83.65277777777777,53,85.45,1,1,0,1,1,0,1,0,0,1,0,1
436.2,39.654545454545456,10,45.8,1,1,0,1,1,1,0,0,0,1,0,0
118.4,23.68,4,30.5,1,1,1,0,1,0,0,0,0,1,0,0
19.9,9.95,1,19.9,1,0,0,0,1,0,0,1,0,0,1,1
3649.6,70.18461538461538,51,69.15,1,1,0,1,0,0,1,1,0,1,0,0
1200.15,92.31923076923077,12,99.45,1,1,1,1,1,1,1,0,0,1,0,1
255.6,36.51428571428571,6,49.25,0,1,0,0,0,1,0,0,0,1,0,0
2395.05,37.42265625,63,39.35,0,1,0,0,1,0,0,1,1,0,1,0
70.6,35.3,1,70.6,1,1,1,1,0,1,1,0,0,1,0,1
5083.55,103.74591836734695,48,105.1,1,1,0,0,0,1,1,1,0,0,0,0
389.6,64.93333333333334,5,81.0,1,1,0,1,0,1,1,0,0,1,0,1
644.5,17.90277777777778,35,20.1,0,0,0,0,0,1,0,0,0,0,1,0
523.5,74.78571428571429,6,84.85,1,1,1,1,1,1,1,0,0,0,0,1
39.3,13.1,2,19.75,1,0,0,0,1,0,0,0,0,0,0,0
989.05,19.39313725490196,50,19.75,0,0,0,0,0,0,0,0,0,0,0,0
2406.1,70.76764705882353,33,70.4,1,1,0,1,0,1,1,0,0,1,0,0
638.55,19.9546875,31,20.45,0,0,0,0,1,0,0,0,1,0,0,0
191.1,19.11,9,20.35,0,0,0,0,0,0,0,1,1,0,1,0
4524.05,82.25545454545455,54,86.2,1,1,1,0,0,1,0,1,0,0,1,0
4664.2,99.23829787234042,46,95.65,0,0,0,1,0,1,1,0,0,0,0,0
3470.8,99.16571428571429,34,103.8,0,0,1,1,1,1,1,0,0,0,1,0
6910.3,95.97638888888889,71,97.2,0,0,1,1,1,1,1,1,1,1,1,0
4014.2,62.721875,63,63.55,0,0,0,0,0,0,0,1,1,0,1,0
1288.0,24.76923076923077,51,24.95,0,0,0,0,0,0,0,0,1,0,0,0
2277.65,84.35740740740741,26,89.15,1,1,1,1,0,1,1,0,0,0,0,1
6375.8,98.08923076923077,64,99.0,0,0,0,1,0,1,1,1,1,1,0,0
24.8,12.4,1,24.8,1,1,1,1,0,1,0,1,0,1,0,1
5251.75,84.70564516129032,61,85.55,0,1,0,0,1,1,1,1,0,0,0,0
1505.45,94.090625,15,94.0,1,1,0,1,0,1,1,0,0,1,0,0
6903.1,106.20153846153846,64,105.65,0,1,0,0,1,1,1,0,0,0,0,1
913.3,48.06842105263158,18,50.3,1,1,1,1,0,1,0,0,0,1,0,0
5535.8,95.4448275862069,57,95.0,0,1,1,1,0,1,1,1,0,0,1,0
815.55,54.37,14,61.4,0,0,0,1,1,1,0,1,1,0,1,0
1411.65,74.29736842105264,18,80.55,1,1,0,1,1,1,1,0,0,0,0,0
5602.25,76.7431506849315,72,78.5,0,0,0,1,0,0,1,1,1,1,0,0
8244.3,116.11690140845069,70,114.3,0,0,0,0,1,0,1,1,1,0,0,0
741.5,19.012820512820515,38,20.05,0,0,0,0,0,0,0,0,1,0,0,0
4375.8,63.41739130434783,68,62.65,0,0,0,0,1,0,0,1,1,0,1,0
1008.7,72.05,13,80.85,1,1,1,1,1,1,1,0,0,1,0,1
5968.4,90.43030303030302,65,92.7,0,0,0,1,1,1,1,1,1,0,0,0
3096.9,99.9,30,100.45,1,1,1,1,0,0,1,0,0,1,0,0
3901.25,75.02403846153847,51,75.2,0,1,0,0,1,1,0,1,1,1,0,0
2613.4,81.66875,31,84.75,1,0,0,1,0,1,1,0,0,1,0,0
853.1,85.31,9,89.45,1,1,1,1,0,0,1,1,0,1,0,1
5661.7,77.55753424657534,72,79.5,0,0,0,0,0,1,0,1,1,0,1,0
794.25,72.20454545454545,10,72.15,1,1,0,1,1,1,0,0,0,1,0,1
695.05,18.29078947368421,37,19.8,0,0,1,0,0,1,0,0,0,0,0,0
160.8,53.6,2,76.4,1,1,1,0,0,0,0,0,0,1,0,1
5552.05,99.14375,55,100.9,0,0,0,1,1,1,1,0,0,0,0,0
3275.15,96.32794117647059,33,95.3,1,0,0,1,1,1,1,0,0,1,1,0
4236.6,90.1404255319149,46,90.95,0,1,0,0,0,0,1,1,0,1,1,0
54.5,27.25,1,54.5,1,0,1,0,0,0,0,0,0,1,1,0
1174.35,55.921428571428564,20,61.6,1,1,0,1,0,1,0,0,0,1,0,1
741.7,74.17,9,79.9,1,1,1,1,1,1,1,1,0,0,0,1
3019.25,91.49242424242425,32,96.15,1,1,0,1,1,1,1,0,0,1,0,1
962.9,48.144999999999996,19,49.6,1,1,0,1,0,1,0,1,0,1,1,0
4759.75,67.03873239436619,70,65.3,0,0,0,0,0,0,0,1,1,1,0,1
1498.35,24.166935483870965,61,25.0,0,0,0,0,0,1,0,0,1,0,1,0
1233.15,45.672222222222224,26,45.45,1,1,1,1,1,0,0,0,0,1,0,0
4882.8,106.14782608695653,45,107.75,1,1,0,1,1,1,1,1,0,0,0,0
5411.65,85.89920634920634,62,89.1,0,1,0,1,1,1,1,1,1,1,1,0
19.65,9.825,1,19.65,1,0,0,0,1,0,0,0,0,0,0,1
148.05,37.0125,3,44.75,1,1,0,1,0,0,0,0,0,1,0,0
3930.55,93.58452380952382,41,101.6,0,0,0,1,0,1,1,1,0,0,1,0
6895.5,101.40441176470588,67,103.15,0,1,0,0,1,0,1,1,1,0,1,0
84.65,42.325,1,84.65,1,1,0,1,1,1,1,0,0,1,0,1
6856.95,95.23541666666667,71,95.65,0,0,0,1,0,0,1,1,0,0,0,0
2658.8,69.96842105263158,37,75.1,0,0,0,1,0,0,0,1,0,0,1,0
3766.2,61.74098360655737,60,61.35,0,0,0,0,1,1,0,1,1,0,0,0
69.55,34.775,1,69.55,1,1,1,1,0,1,1,1,0,1,0,1
129.55,18.50714285714286,6,19.7,1,0,0,0,0,0,0,0,0,0,0,0
347.25,24.803571428571427,13,31.05,1,1,1,1,0,1,0,0,0,0,0,1
581.7,48.475,11,51.0,1,0,0,1,0,0,0,1,0,1,1,0
354.05,44.25625,7,51.0,1,0,0,1,1,1,0,0,0,1,0,1
929.45,84.49545454545455,10,88.85,1,1,1,1,0,1,1,1,0,1,1,0
679.0,19.4,34,20.05,0,0,0,0,1,0,0,1,1,0,0,0
3846.75,61.05952380952381,62,65.1,0,0,0,0,0,1,0,0,1,1,0,0
4480.7,68.93384615384615,64,70.15,0,1,0,0,1,1,0,1,0,0,0,0
44.35,22.175,1,44.35,1,1,0,1,0,1,0,1,0,1,1,1
499.4,19.207692307692305,25,20.75,0,0,0,0,1,1,0,0,1,0,0,0
1553.2,57.525925925925925,26,56.05,0,1,0,1,0,1,0,0,0,0,0,0
219.5,19.954545454545453,10,19.95,0,0,0,0,1,1,0,0,0,0,1,0
5311.85,98.3675925925926,53,98.6,0,0,0,1,0,0,1,0,0,0,0,0
586.05,73.25625,7,79.7,1,1,1,1,0,1,1,0,0,1,0,1
